company_name,job_category,location,status,created_at,title,content_pros,content_cons,content_hope,star,star1,star2,star3,star4,star5,company_id
(주)티몬,마케팅/시장조사,서울,전직원,2019. 08,수평적인 관계를 추구하려는 것이 좋음 하지만 부서별로 다름,사내카페가 있어서 저렴하게 커피를 마실수 있음 위치가 좋은편,성과만을 우선시 하는 경향이 있으며 부서별로 분위기가 너무다르다,구성원이랑 같이 성장해 나가는 회사를 만들었으면 좋겠다,3점,2점,3점,3점,4점,2점,1
(주)티몬,유통/무역,서울,전직원,2019. 08,"영업계통은 힘들 수 있는 곳, 사람에 따라 다를 수 있지만 야근이 잦을 수 있음","연차, 슈퍼패스(2시간자유)를 자유롭게 쓸 수 있음, 그만큼 일처리를 해놓을 수 있다면","점점 복지가 없어지고 있다는 이야기가 있음, 업무량이 많을 수 있음",기획을 너무 급작스럽게 하는건 정말 힘들 수 있음 직원들과 소통이 되면 좋겠음,2점,3점,2점,2점,2점,2점,1
(주)티몬,개발,서울,현직원,2019. 08,회사를 매각하기 위해 모든 초점이 맞춰져 있다. 이 곳에 오는 것은 부모의 원수라도 한 번 쯤은 말리고 싶다.,티몬의 최고 장점은 기업 문화에 있었다. 굳이 위닝 멘탈리티를 외치지 않아도 우리는 할 수 있다라는 마음 속 불꽃들이 있었다. 근데 그 정신을 태워버렸다. 하나도 빠짐없이,회사를 매각하고 더 나은 회사로 만들고자 하는 대의 명분을 표하고 함께해준 직원들에게 예의를 표할 법도 한데 현실은 어떻게 하면 더 내보내지에 혈안이 되어 있다. 기업이 사모 펀드에 넘어가면 어떻게 철저히 망가지는지 알 수 있는 경험이 되었다.,예의 라는 것이 있다. 사람이 꼭 지켜야할 덕목은 아닐지라도 누군가에게는 못 지킨 그 것이 칼이 되어 그 사람의 심장을 찌른다. 티몬을 사랑하며 청춘을 태우는 직원들에게 예의 지켜가며 마무리를 하길 바란다.,1점,1점,1점,2점,1점,1점,1
(주)티몬,마케팅/시장조사,서울,전직원,2019. 08,처음에는 자유로운 분위기이나 이제는 왜하는지 모를 10원 무배딜 생산기계,분기마다 어워드 진행하며 시상하거나 견과류를 나눠줌.삼계탕도 줌,실장에서 팀원까지 두달소요. 업체 삥뜯어서 10원딜 생산. 영업해서 상품가져오면 유관부서에서 커트,퇴사자 400명의 실정을 알아주고 매출이 될것들좀 진행하길,1점,2점,2점,1점,1점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 08,사내복지 예전에는 나름 좋았는데 스포테라 휘트니스 복지 종료 당일에 전체메일 보내서 알려주고 매일도 아니고 일주일에 한번 아침에 빵주던건 말도 없이 없엠 담당하던 기업문화팀 실장 팀장 다 퇴사하고 휴직했으면 말 다했죠 ㅋ 여름에 해주는 아이스크림 냉장고는 기사만 잔뜩내구 비어있는 날이 더 많아요.그래놓고 새로운 복지라고 전화해서 내선번호 물어보면 안내해주는거랑 한달에 한번? 무료 주차해주는걸로 바꿨어요 ㅋㅋ,야근식대 7천원지원아이스크림냉장고 있음복장 자율사람 많이 뽑음,1원무료배송딜 20원무료배송딜 이런걸 한달에 30개쯤 만들어야내야해서 직원들이 자기돈 내구 딜만드는 분위기말 다했죠? 왜 공정위에 신고 안하나몰라연차 쓰는날이면 팀당 딜 할당 딜수가 있어서 미리 다 써놓고 가야함 그래서 연차길게 쓰지도 못해요 내가 안쓰면 내 옆자리 동료가 두배해야함. 점심시간에도 카톡오면 불려들어감 .,직원들도 고객이라는거좀 알았으면직원들이 불매운동 할판이다야 ㅋ,1점,1점,1점,1점,1점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 08,당장 내일 한치앞을 가늠할 수 없는 회사,"연 슈퍼패스 12회 사용가능(조기퇴근)
사내카페이용
10시 출근","신임 대표 한 사람이 전권을 휘두르며
생각도 기획도 하지말라고 말하는 특가팩토리
직원을 쓰고 버리는 부품처럼 생각함
사람 귀한 줄 모름","사람 귀한 줄 아시길
대체 왜?기존에 근무하던 사람들을 무능력하다고 하는지 이해할 수 없음
소셜 꼴등한게 직원들 때문임?전략을 잘못짠 리더 잘못이지
새로운 직원으로 물갈이하려는 의도는 알겠는데
업계에 소문이 파다해서 직원 뽑기도 힘들고 당장의 퍼포먼스를 내기 힘든 사람들만 입사중",1점,1점,1점,1점,2점,1점,1
(주)티몬,기획/경영,서울,현직원,2019. 08,일하기좋은회사 사람들이 있었지만 취임한지 얼마안된 오징어로인해 모두가 떠나는 퇴사율 40프로의 불명예 회사가 되어버림,"기존의 헬스복지, 자유로운복장, 재택 좋은사람들, it회사 분위기","새로취임한 오징어, 비효율적인 경영방식, 사라진 복지혜택, 수직적 호칭제도",퇴사율을 늘려 비용 개선을 도모하기 보다 좋은 서비스 좋은 아이디어로 승부보자,2점,3점,1점,2점,1점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 08,"MD의 뼈와 살을 깎아 만든 회사, 정규직과 신입 모두가 야근하는 워라밸 0을 넘어 -인 회사","10시 출근, 입사자들끼리 유대감 좋음, 회사 내에 직원들을 위한 아이스크림 제공","7시 퇴근, 복지 제도 하나씩 폐지중, 잡코리아에 지금 없어진 복지도 그냥 써서 올려놓음정말 너무 힘들고 경쟁에 치여 죽게생겼는데 그나마 사람 하나만 보고 견디는중. 그마저도 부바부경쟁을 너무 부추겨서 정신적인 스트레스가 어마어마함. 진짜 어떤 어플에는 여기 MD들 단체 퇴사하겠다는 말도 쓰여있을 정도..","물론 포상제도도 좋지만 그 잘하는 사람들 다잃지않게 좀 현실적인 목표를 세우시고 직원들, 사람 소중한걸 아셨으면 좋겠습니다. 직원들끼리 얘기해보면 회사가 직원을 노동력으로만 생각한다는 말이 있습니다... 오죽하면 다같이 단체퇴사를 생각할 정도인가요..",2점,2점,3점,1점,4점,3점,1
(주)티몬,데이터,서울,현직원,2019. 07,"CEO에 따라 회사 분위기가 바뀌는 듯. 근래 분위기 좋지 않음. 본래 자유로운 분위기, 젊은 개발세대 등등이 장점이었으나 CEO 교체로 수직적으로 바뀌는 중",운영과 신규 개발이 섞여있다보니 배울 점도 많고 좋은 동료들이 많다. 월 2회 재택근무는 이 회사의 큰 장점 중 하나이다.,"실무 개발 인력이 많다보니 입사, 퇴사가 잦은 편이며 이로 인해 인수인계가 안되고 남아있는 업무들이 많다. 이 업무에 대한 히스토리를 찾는 것도 어렵다.",타사에 비해 티몬만이 갖는 장점들이 많았는데(캐릭터라던가 문화라던가) 그런게 많이 퇴색하고 있는 것 같아서 아쉽다. 이미 그 분야에서 잘되고 있는 다른 회사를 모방하면 영원히 1위 탈환을 할 수 없다.,3점,3점,3점,4점,4점,1점,1
(주)티몬,영업/제휴,서울,전직원,2019. 07,젊고 자유로운 분위기이나 변화가 많고 경쟁이 치열하다.,"젊고 자유로운 분위기이며, 출근시간이 10시이다. 소소한 복지가 있어 재밌다.",변화가 많다. 또한 영업은 내부적으로 경쟁해야 하는 점이 힘들게 느껴질 수도 있다.,직원들과 함께 멀리 간다는 생각으로 조금만 천천히 진행했으면 합니다...,2점,3점,3점,2점,3점,2점,1
(주)티몬,개발,서울,현직원,2019. 07,한때 자유롭고 수평적인 분위기였으나..점점 경직되어가는 분위기.,자유롭고 수평적인 기업문화가 장점이었으나........,"분위기가 점점 경직되는게 느껴지고 입,퇴사가 잦음.그나마 몇개 안되던 복지도 사라지는중..",없음............................,2점,2점,2점,3점,1점,2점,1
(주)티몬,영업/제휴,서울,현직원,2019. 07,기업이 화목하고 즐거운 생활을 할 수 있다,"1. 눈치보지 않고 연차를 쓸 수 있다
2. 구성원이 젊다.","1. 대표 교체로 혼란스럽다.
2. 수익을 내지 못한 것을 공개한다.",복지가 점차 줄어들고 있어 늘렸으면 좋겠다,4점,2점,3점,4점,4점,3점,1
(주)티몬,미디어/홍보,서울,전직원,2019. 07,좋았습니다. 좋았지만 이제는 떠나야 합니다. 좋은게 사라지고 있습니다.,"수평문화 , 연차 사용 자유롭게 가능 , 좋은 기업 분위기 였지만 변화된 경영진에선 경쟁하고 다투고 싸우길 원합니다. 경쟁이 필요하지 않은 분야에서도 경쟁을 만들려해서 괴리감이 있습니다.",이해하면서도 좋은 장점마져 사라지게 하는걸 보고 구조조정의 또 다른 방법이 아닌가 생각했습니다.,티몬에 현재 거주하는 직원들이 필요한지 모르겠습니다. 기존의 인원을 내보내고 새로운 인원을 모집하는 모습이 보여서 모두 이직을 해야하는 분위기를 만드는데 이것이 좋은것인지 모르겠습니다.,2점,2점,2점,3점,3점,1점,1
(주)티몬,마케팅/시장조사,서울,현직원,2019. 07,"Amd 1년차로써 정말 배울것 없는 회사,, 그냥 단순노동..? 정규직 전환가능성은 제로! 기회조차 없음","연차 사용이 자유로움 (아마 계약직이라 크게 신경 안써서 그럴듯,,?) / 소소한 사내복지 (스포츠센터이용, 여름 아이스크림, 슈퍼패스) / 10시 출근",Md가 되고싶어 amd 경험을 쌓으려고 간 회사 였지만 옆에서 지켜본 엠디들은 말도안되는 딜에 치여 살고 있어서 엠디의 꿈을 포기시켜준 회사!! 대표가 무리하게 바라는것들이 너무 많아 보임,"무리하게 이상한 행사만 늘리지말고 어떻게 하면 회사가 매출을 늘릴 수 있는지 고민 좀 해보았음 좋겠다. ! 매일 똑같은 딜만 치니 매출은 나오지 않고 다들 지켜감,,,!",1점,1점,2점,4점,4점,2점,1
(주)티몬,영업/제휴,서울,전직원,2019. 07,팀마다 분위기 다름대표가 바뀌고서 안에서들 싸우는 전쟁이 시작됨다름 회사에 상황 설명하면 이상하다고 함자기얼굴에 침뱉는 꼴이라 많이 창피함,거의 대다수의 직원이 계약직처럼 칼퇴근하는 현상 애사심을 못찹겠어요 대표 말이 법인 회사가 되어버리고 상식을 벗어나서 말로 휘뚜루 막뚜루 해버리시네요,이진원 대표님 나가주세요 제발 500.900원 판매가 맞추는 회사가 아직까지 살아있다니 ㅎㅎㅎㅎㅎ구식입니다 구식,대표님 안녕히 계세요 자동차 구매하시고 출근하시니 좋으신가요 직원들 복지 다 줄이고 너만 좋은 차 사냐,3점,2점,2점,1점,4점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 07,"발전가능성 무, 특가공장에서 기계로 살아가는 인생",장점이라고는 눈꼽만큼도 찾아볼 수 없습니다. 아무리 생각해봐도 없음,공채 대우 없음/  FAST TRACK 이상한거 만듬/ 특가 매일매일 만드는데 무슨데이 무슨데이 매일 데이데이하다 죽겠음,가능성이 있는 걸 좀 생각하고 진행하시길 바랍니다.,1점,1점,1점,1점,1점,1점,1
(주)티몬,영업/제휴,서울,전직원,2019. 07,"젊고 자유로운 분위기,미래가 불투명하단 것이 단점.","연차 자유로움, 자유로운 분위기, 오픈형 사무실로 개방적, 출퇴근복장 자유, 삼성역 위치, 티몬의 아기자기한 매력.",식당없어 식비에 꽤 많은 돈이 들어감. 소셜커머스의 전쟁으로 미래가 불투명. 바뀌는 리더와 방향성 아직은 확립되지 않음.,자유로운 분위기도 좋아요. 하지만 불투명한 사업방향성과 추진은 좀더 개선의 여지가 있습니다,4점,4점,2점,4점,5점,4점,1
(주)티몬,마케팅/시장조사,서울,전직원,2019. 07,"빠른 기간내 업무성장은 가능하나, 일이 많아 거의 야근함","아이스크림,스포테라, 슈퍼패스 .예전엔 장점이 많은것 같으나 점점 사라짐","비효율적인 업무, 지시한업무를 바로 해야한다. 야근도 많고 연차도 자유롭지 못함",업무의 효율성을 생각하고 이루어내시길. 퇴사자가 많은데에 이유를 생각하시길,2점,2점,2점,1점,1점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 07,한 사람으로 인해서 잘 자리 잡았던 기업 하나가 무너지고 있는중,장점이라면... 아무리 찾을래도 찾을 수가 없다고 합니다,연차별 연봉이 어떻게 책정 되는지도 모르겠고 직급은 왜 생긴건지도 모르겠고...,정신차리세요 지금 상태로 가다간 회사 망하는건 시간문제입니다,2점,1점,1점,1점,1점,1점,1
(주)티몬,개발,서울,현직원,2019. 07,열려있는 개발문화를 경험할 수 있습니다.,수평적인 개발 분위기에서 일을 할 수 있습니다. 개발자의 역량을 충분히 키울 시간이 있습니다.,회사 규모에 비해 복지가 미약합니다. 다양한 복지가 존재하긴 하지만 직원을 위한 복지가 더욱 추가됐으면 좋겠습니다.,회사 복지에 신경써주면 감사하겠습니다.,5점,5점,5점,5점,5점,5점,1
(주)티몬,서비스/고객지원,서울,전직원,2019. 07,자율적 분위기로 사회초년생에게 안성맞춤입니다,티모니언을 배려하는 복지정책을 만들고자 노력하며 타부서간 커뮤니케이션 용이,"기업은 좋으나 부서간 분위기가 천차만별
경직된 조직의 경우 불필요한 보고체계 보유",직원들의 불만을 귀기울이고 각 조직별 점검을 통해 통일된 직무 분위기 조성 필요,3점,3점,3점,2점,3점,3점,1
(주)티몬,서비스/고객지원,서울,전직원,2019. 07,전체적으로 으쌰으쌰 잘하자는 분위기 였음. 복지는 비정규직에게도 동일하게 지원 해준 다는 것에서 감동을받았음,"비정규직에게도 똑같은 복지를 적용, 사원간에 분위기가 좋았음. 카페에 안마 의자 자주 사용했었음! 커피도 싸고",블랙컨슈머가 많이있어 항상 피해가 보는건 나였음. 굉장히 고달펐던 기억이 많이 남음.,현재는 어떻게 변화 되었는지 잘 모르겠습니다. 예전에 으쌰으쌰 하던 분위기가 지금까지 이어져 왔으면 좋겠네요,5점,3점,4점,5점,5점,5점,1
(주)티몬,개발,서울,현직원,2019. 07,현재 대표가 변경되지 않는한 입사는 완전 비추.,연차 사용에 대해서는 자유로움. 그리고 아직 과거의 수평적 조직문화가 일부 남아있어서 상호존중의 문화가 남아있음.,"수직적인 조직으로 변경되면서 기업문화적 장점이 사라지고 있음. 
남아있는 복지가 없음. 
연봉인상에 대한 기대는 버려야함.",생각이라는것을 좀 하고 일을 했으면 좋겠다. 그리고 공지사항이 있으면 미리좀 공지좀 해주고. 늘 내일부터 바뀐다. 이런식이라...,2점,3점,2점,4점,3점,1점,1
(주)티몬,미디어/홍보,서울,전직원,2019. 07,더이상 예전의 티몬이 아니다. 티몬다움을 잃어가는 곳,사람 좋은 곳. 딱 그것 하나 밖에 남지 않은 곳이다.,위메프에서 넘어온 대표가 티몬을 다 망치고 있음. 티몬에 대한 이해와 공부 없이 과거의 티몬을 모두 부정하고 사람 귀한 줄 모름.,실적도 실적이지만 사람 귀한 줄 알았으면,3점,3점,3점,4점,2점,1점,1
(주)티몬,디자인,서울,전직원,2019. 07,타 소셜 2사에 비해 점점 떨어지는듯한 느낌,티몽카페로 커피를 싸게 마실수 있음 팀바이 팀이지만 텐투세븐 딱딱지켜줌,회사 발전과 개인 커리어 발전에 상관이 없음 연차 눈치 보임,좀 더 기존 직원에 대한 애착이 있었음 좋겠다,3점,2점,3점,4점,4점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 07,복지는 괜찮은 편인듯. 현재 분위기가 매우 달라짐. 완전한 수직구조로 바뀜.,슈퍼패스가 정말 좋은 복지 중 하나. 연차와는 별도로 상반기 하반기 1.5개씩 주어지는데 2시간씩 6번 사용 가능. 헬스케어실에 안마의자가 구비되어 자주 애용함. 기업문화팀 사람들이 열심히 일해주는 덕분에 회사 다닐만 했음.,자리가 좁은편. 권위주의적 성향의 사람들이 한자리씩 차지하고 있음.,기존의 티몬이 가지고있던 아이덴티티를 없애지 말아주세요. 특유의 자유로운 분위기와 문화로 계속 다니고 싶은 회사였는데 지금은 아닙니다.,3점,3점,4점,3점,4점,2점,1
(주)티몬,유통/무역,서울,전직원,2019. 07,회사가 몇몇 인사로 망가질수 있다는 걸 알게해 준 회사,커머스라 말하는 대부분의 기업이 그렇지만 겉은 크고 멀쩡해 보임,"업다운식의 업무진행, 비효율적인 인사관리,  비상식적인 운영방식, 넘쳐나는 월급 루팡, 외부에 나오면 감투쓴 놈이 왕이다.","빈대 잡으려고 초가삼간 태운다. 다 집에 보내고 아무것도 안하다가 10,000원에 물건 가져와서 10,100원에 한개 팔면 흑자 전환하겠네.",1점,1점,2점,1점,2점,1점,1
(주)티몬,유통/무역,서울,현직원,2019. 07,예전에는 잘 모르겠으나 지금은 압박이 너무 심하고 장기적으로 사업의 비전에 대해 생각안하는 거 같음,연차는 눈치안보고 쓸수있음 그거말고는 현재 복지도 사라지고 있어 장점을 아무리 쓸려고 해도 쓸수가 없음 패이퍼웍이 없는 건 장점인 거같음,매일 진도율 및 진척율에 대해 공유를 함 그 매출이 너무나도 터무니가 없어서 매출 할 노력을 아예 상쇄시킴 그러고는 능력에 대한 철저한 보상이라고 하니 어이가 없음,매출 매출 그만 좀 하고 실현가능한 매출목표를 줬으면 좋겠고 우후죽순 생겨나는 행사에 대해 명확하게 정리를 해줬으면 좋겠음,1점,1점,1점,1점,1점,1점,1
(주)티몬,미디어/홍보,부산,전직원,2019. 07,"수평적 조직문화와 자유로운 사내생활, 업무 능력에 따른 분명한 보상이 있는 곳이라고 생각한다.",대부분 20~30대 직원들로 구성되어 있어 사내 분위기가 활기차다. 수직적이 아닌 수평적 기업문화를 지지하기 때문에 자신의 의견을 자유롭게 발언하고 공유할 수 있다. 업무 특성상 많은 소상공인 사장들을 만나 대화할 수 있는 기회가 있다. 이건 사람에 따라 장단점이 될 것 같다.,장점이자 단점인데 외근이 80프로 이상이다. 운전을 하루종일 해야 될 경우도 있다.  목표치를 달성하기 위해 야근이 비교적 많았다.,"퇴사한지 몇 년이 지났지만, 여전히 티몬을 응원한다. 시장의 흐름상 지역딜은 대부분 없어지고 이커머스 분야로 확장되었지만 타 경쟁업체와의 경쟁력이 아쉽다. 차별화된 마케팅으로 승승장구하는 티몬이 되었으면 좋겠다.",4점,4점,2점,4점,5점,3점,1
(주)티몬,기획/경영,서울,전직원,2019. 07,연봉이 스펙마다 다 다릅니다. 고스펙자라면 추천합니다.,"회사 분위기는 자유롭고 소소하고 아기자기한 맛이 있었으며 
서울에 소재하고 있습니다.","야근수당 없음.
불합리한 인사제도 
불가능에 가까운 연봉협상에서의 연봉 상승
학력같은거 엄청따짐",대표가 자주 바뀌면서 사업 전략도 맨날 바뀌는데 하나에 집중해서 돌파구를 찾아야 함.,4점,2점,1점,4점,5점,1점,1
(주)티몬,영업/제휴,서울,전직원,2019. 07,전체적인 복지나 분위기가 좋은 기업 하지만 몇 가지 문제로 퇴사율이 엄청난 기업.,"삼성역 근처라 좋다.
자유로운 분위기.
개인적으로 사람들이 좋았다.
슈퍼패스.","보여주기식 어워드.
회사의 미래 불투명성.
사내식당 없음.",패스트트랙같은 계약직 신입만 뽑지 말고 기업이 발전할 수 있는 방향을 고려해야 할 것같다.,3점,3점,4점,2점,4점,1점,1
(주)티몬,기획/경영,서울,전직원,2019. 07,새로운 대표가 바뀌고나서부터 기업문화무너짐 점점 산으로가고있음,"자유로운 분위기 , 좋은 동료들 회사위치가 삼성역이라 너무편함",조직문화가 와해되고있음있지도 않은 복장규제가 생겨나고 의사결정도 면피용,단기적으로 적자 줄이는 보여주기에만 혈안되지 말고 진짜 미래를 보고 방향을 결정하시길,3점,2점,3점,5점,4점,2점,1
(주)티몬,개발,서울,전직원,2019. 07,전에는 좋았는데 지금은 장점이 많이 사라진 회사. 점점 더 수직적으로 변하고 시대에 역행하는 회사. 그나마 있던 실력 좋은 동료들도 점차 다 퇴사하는 회사,수평적이고 업무에 집중할 수 있는 점이 좋았는데 이제는 그런 장점이 많이 사라진 회사,시대에 역행하는 직급 제도 불필요한 회의 무능한 중간 관리자들,인재를 더 대우해주고 일에 집중할 수 있는 문화를 만들어줘야 함,2점,2점,2점,3점,3점,1점,1
(주)티몬,개발,서울,현직원,2019. 07,개발자문화가 좋다. 수평적 분위기 새로운 시도나 생각 모든 자유롭다,연차 마음대로. 심지어 그 날 당일 가능. 수평적 문화. 개발자는 재택근무 월2회. 중간ㅈ중간 업무 효율을 위해 자유롭게 대화가능,"최대 복지는 재택, 딱히 복지 없음 대표가 바뀌고 수직적 문화로 흘리가는듯 생각보다 다른 기업에 비해 적은 연봉. 성과금이...너무 적음",신입연봉을 올려줄거면 기존 직원들도 신경써주길,3점,3점,2점,4점,4점,2점,1
(주)티몬,유통/무역,서울,전직원,2019. 07,"젊은기업, 재미있는 기업문화를 만들기 위해 노력한곳이었음","아이스크림, 음료 등 공짜였고 정규직전환 어려운것 빼고 차별이 심하지 않았음","지금의 티몬은 어떻게 흘러가는지 모르겠으나, 별 단점 없었음",계약직의 대우를 좀더 좋게 이끌어 나가 주셨으면 좋겠음,3점,3점,3점,4점,4점,2점,1
(주)티몬,마케팅/시장조사,서울,전직원,2019. 07,자유로운 분위기였지만 점점 자유로운 분위기가 아니게됨. 티몬만의 브랜드가 점점 없어지고 다른 브랜드화 되는 느낌,티몽이라는 자체 카페가 있어 따로 나가지 않아도 되는게 편리한듯. 자유로운 복장정도? 아주 많은 일을 함으로써 멀티가 가능한 사람이 될 수 있다는 점.,일의 양이 너무 많음. 수정사항이 너무 많고 프로세스 조차도 바뀌는 시기가 너무 많아서 업체에 전달하는게 비효율적임. 일 자체가 비효율적인 부분이 많음,바라는 점은 일하는 사람들의 소리에 귀를 기울여줬으면 좋겠음. 실무적으로 일하는 사람들의 의견을 무시하는게 아닌 적극적으로 의견을 반영했으면 좋겠음,3점,2점,3점,2점,2점,1점,1
(주)티몬,기획/경영,서울,현직원,2019. 07,휼륭한 회사였으나 신임대표 덕분에 좋은 인재들이 빠져나가고 있는 회사,기획자로 업무의 폭이 넓어 타사대비 직무 범위가 넓은거같음,더이상 기획자가 의견을 낼수없고 시키는 일만 해야함. 회사가 다 그렇지 하고 생각하고 있다면 오산. 여기 대표는 차원이 다름,대표 교체. 일이 재밌었던 동료끼리 정이 넘쳤던 티몬을 돌려줘,3점,5점,4점,3점,1점,1점,1
(주)티몬,마케팅/시장조사,경기,현직원,2019. 07,"이전과 많이 바껴버린 티몬, 재미있는 활동과 기발한건 모두 없어짐. 정말 극수직 문화로 변경됨","반기에 개인 휴가 외의 6번 슈퍼패스를 쓸 수 있고, 여름에 아이스크림 무상 지급, 티몽까페 때마다 신메뉴 발표","갑자기 수직적으로 변해버린 티몬, 개인의 인생과 커리어는 무시하는 조직, 시간에 쫓겨 사느라 퇴근은 커녕 주말까지 반납한 상태.",직원의 불만에 귀를 열고 듣는 척이라도 했으면 좋겠다. 트랜드에 맞는 방향성을 제시 해 줬으면 좋겠다.,2점,1점,1점,1점,3점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 07,앞으로 어떻게 될지 미래를 가늠하기 어려운 회사퇴사가 엄청남,"10시 출근, 헬스장 무료 이용 이외에는 생각나는 게 없음",신임대표의 말 한마디에 모든 게 바뀌는 점수시로 발생하는 인사이동,명확한 비전 제시와 임직원의 발전을 고려하는 경영진이 되길 바랍니다.,2점,2점,2점,2점,2점,1점,1
(주)티몬,유통/무역,서울,현직원,2019. 07,18년 하반기를 기점으로 상황이 점점 더 나빠지고 있는 곳,"이전에는 개성있는 사내문화 및 특유의 똘끼(?)있는 컨텐츠가 많았으나,
현재는 거의 다 없어졌음","기존 인원들은 계속 퇴사하고 있고, 업계에 소문이 이미 다 나서 경력직들도 거의 들어오지 않고 있음. 신입분들로만 계속 채워져나가고 있어 상황이 매우 좋지 않음.",말씀을 드려도 절대 바뀌지 않을 것 같음. 더 이상 할 말 없음.,1점,2점,2점,2점,2점,1점,1
(주)티몬,디자인,서울,현직원,2019. 07,소셜 커머스 경험하기에 나쁘지 않음 사람들은 괜찮은 편,위치가 삼성역이라 편함 사람들이 날 서 있지않고 둥글한편 인턴경험으로 괜찮았음,인턴이라 야근은 많지 않았지맘 실제 직원들은 많다고 느꼈음,인턴이라 바라는건 없지만 월급은 좀 올려주셨음 좋겠습니다,3점,3점,3점,3점,4점,3점,1
(주)티몬,기획/경영,서울,현직원,2019. 07,최근 잦은 경영진 교체로 인해 내부적으로 많이 혼란 스러운 상황,기업의 장점이었던 기업문화실을 없앴다는 것을 보아서는 앞으로 어떻게 회사가 운영될지 ...,매일 바뀌는 매일 새롭게 놀랄정도로 숨막혀오는 정책들...상식적으로 말이 되지 않음,직원들을 소중하게 생각해주세요... 직원들도 티몬의 고객입니다.,1점,1점,1점,1점,1점,1점,1
(주)티몬,영업/제휴,서울,현직원,2019. 07,수평조직이 사라지고 규제가 늘어나고 있음퇴사자가 너무 많아 업무가 힘들다,슈패라는 2시간 쓸 수 있는 휴가가 있음 분기당 6개씩 줌,규제가 많아지고 공지가 느림퇴사자가 너무 많은데 뽑질 않음,직원들의 소리를 잘 들었음 퇴사자들 너무 많은데 원인분석 시급,2점,2점,2점,4점,2점,2점,1
(주)티몬,유통/무역,서울,현직원,2019. 07,방향성이 자꾸 흔들리는 회사. 그러나 복지 및 문화는 좋다,수평적 구조로 젊은 인재 양성 및 복지 및 문화는 좋다,장기적으로 큰계획이 없는것 같아 다소 불안한 회사임.,한방향으로 밀고 나가셨으면 좋겠습니다.,3점,3점,4점,3점,3점,2점,1
(주)티몬,개발,서울,전직원,2019. 07,정치질이 있음 개발자는 개발만 하게 하면 되는데 다른데 신경 쓰게함,"수평적 조직문화
나름 스트레스는 많이 안줌
워리밸 나쁘지 읺음
일 많이 없는거 좋아하고 눈치 안보이는 사람이면 괜춘함","라인 정치질이 좀 있음
윗리인 갈리면 중요한일 안주고 놀림
쩌리짱됨
너무 널널해서 나태해짐",개발자는 개발만 하게 하자 경영진ㄹ 지들 이익만 생각하지 시원복지 너무 신경 안씀,3점,3점,3점,5점,4점,1점,1
(주)티몬,기획/경영,서울,전직원,2019. 06,그냥 체계적인부분은 정말 칭찬할만합니다 시스템이 잘 갖추어져있습니다,동종업계 네임드라 자부임을 느끼며 일을 할수 있었습니다,부서마다 다르겠지만 상관이 너무 보수적인사람이어서 팀내분위기는 별로,내부의 직원들 근무환경에 대하여 조금 더 관심을 기울였으면좋겠다,5점,4점,4점,4점,4점,4점,1
(주)티몬,영업/제휴,서울,현직원,2019. 06,"진짜 부대표로 들어와서 대표되고 나서 난리임 퇴사자들이 계속 줄을 잇고 있고, 제대로 된 수익을 낼수 있는 체계가 아니라. 1원무료배송딜, 500원 무료배송딜 이런거만 할당으로 영업 딜수 내려옴 ㅋ 진짜 퇴사해야지",회사 무료 휘트니스 이용가능. 여름에 아이스크림 냉장고 있음 무제한 먹어도됨,할많하않계속 늘어나는 특가구좌 떨어지는 구좌 효율밤새도록 울리는 카톡방직원들을 종업원 취급함,투자자들 투자금 못건진다에 손목을건다 ㅋㅋㅋㅋㅋ차라리 쿠팡처럼 돈 더넣고 직배를 해라,2점,3점,3점,1점,1점,1점,1
(주)티몬,기획/경영,서울,전직원,2019. 06,"역동적이고 성장하는 회사였음. 경쟁이 심한 업계이고, 체계가 확실히 잡히지 않아 힘든 부분도 있었지만 전반적으로 만족.","부서 별, 직급 별로 다르지만 연차 사용에 눈치 볼 필요 없었으며, 젊고 에너제틱한 조직문화와 회사 분위기. 아래 위로 소통도 자유로우며 과감하게 투자하는 회사이다.","빠르게 성장한 회사이다보니, 체계가 확실히 잡히지 않은 부분들이 있어서 중간에 답답한 일들이 있었음. 근무 강도에 비해 연봉 낮은 편이라고 생각.","경쟁이 치열하고, 아직 이익이 나는 회사가 아니다 보니 어려운 결정들을 자주 해야하는 상황이 있을텐데, 조직에 더 잘 소통을 했으면.",5점,5점,3점,3점,5점,4점,1
(주)티몬,마케팅/시장조사,서울,전직원,2019. 06,티몽과 음료수 말고는 좋은 기억이 없다. 정말 너무 허술한 기업문화 및 업무시스템.,"커피가 저렴하고, 어설프지만 이런저런 복지를 제공하려고 애쓴다. 그러나 별다른 감흥은....",비전이 없다. 돈도 없다. 앞으로 뭘로 먹고살지. 매일 특가 이벤트만 하는 건가.,전문가를 모시고 오세요. 친구 말고 저문가요,3점,1점,3점,3점,3점,1점,1
